video_id,positive_comments,neutral_comments,negative_comments
98LG8EwyhGw,2,0,0
98lsFg5nBbo,9,2,0
98QEHTbV5A4,2,9,3
98YziMWPAak,1,0,0
998y91wma0s,3,0,0
99fXAWJlxbs,9,5,2
99HycNzDkQI,13,3,0
99iZrbpRSxQ,0,5,0
99jnOgoozd8,5,1,1
99mfE3y_A2o,21,8,10
99nd7GjdU00,0,4,2
99oOFKy6-Kg,2,16,2
99qDIlj61VM,4,0,0
99RODfeacds,16,10,1
99SRJCS2Egg,36,13,1
99VvEY58m9g,2,3,3
9A-vHZBgWTg,0,0,0
9a28C6UmYww,2,31,17
9a2Hwq52JRI,21,14,0
9a3XS-pThxY,10,18,3
9A5X60-2WuQ,18,3,9
9a6kA2OpCdE,0,0,0
9AAlhhx5dAQ,3,2,0
9aarwX8kDKk,0,50,0
9ABEFIa5utw,1,0,1
9ACgiYVjez8,0,1,0
9aE00MNUjsg,0,7,0
9AHFNwo_9EM,33,10,7
9aJa5CbaS1o,2,1,0
9aJW_2au6JM,11,1,2
9akE4c1Lk3Q,0,0,0
9akgLZvAtto,9,11,14
9aqloeZuRnY,34,11,5
9AsIAu0_xjA,19,18,13
9avgpLPevpw,0,0,0
9ayjd92Lx3Y,0,0,0
9aYWDSdOfds,1,14,0
9A_gHRIhneY,1,0,0
9b2Rt6M-Ffo,0,0,0
9b5nMNxR3LM,5,14,3
9B64kegQ1fQ,19,1,0
9b6yPIqrQjw,4,1,0
9bBKzRVf_oI,10,4,2
9bc16mS5ZWU,1,46,0
9bhy_B4nZJs,10,6,4
9biDcRd4XcA,8,6,4
9BnB-4gRNlw,3,0,0
9bNCWzd8iIY,8,2,1
9bNkRYMUwUA,1,1,0
9bpfIhUigb8,1,0,1
9BrpIwd9hsM,0,0,0
9BS6d4euucc,2,1,1
9BvEY6wwk6M,2,1,0
9BW71AS4JZk,5,1,1
9BWFNGMIG_U,6,5,1
9bxa3JGJnIg,5,4,0
9bYLeyS4GPo,1,1,0
9Bz1izYV9Gs,32,11,7
9bZaWbrm9kI,0,0,0
9C3HANKoCh8,10,4,0
9C3ktqNY3-I,3,2,0
9c5enHThmEo,4,6,0
9c7WyV9D-Lo,1,15,3
9c9xB1lRkPw,0,2,0
9Ca77z2WtVI,0,1,0
9CDyAXxx18I,6,1,0
9CEERYSWfY8,0,0,0
9CfTq6ypxxQ,2,0,0
9ckfhUApMgs,8,2,1
9CLDTeYG_yg,0,11,0
9cMXUjz061k,36,3,2
9CNjzDv9gdo,3,1,0
9cNYgv_a67A,0,4,0
9CPuDMDmoPU,0,0,0
9cQIRaLPCFo,2,2,1
9CrC62zI1jA,22,10,13
9cs6QshXfvU,7,1,0
9CSnT-hFgdE,2,7,1
9Cu_29Bp4M8,9,1,0
9cXYtmO7YL4,1,9,5
9cZ1pBJIosE,0,1,0
9cZaUmj9DkQ,31,7,12
9cZYrtGOaus,1,3,0
9C_mIVJ8yh0,13,12,4
9D11q5AX228,7,5,2
9d8lb_ElDNc,30,15,5
9D8SSHg6Yjs,4,0,0
9d9PugA6Qj0,0,2,0
9dBAyx7-uIA,13,12,1
9dcZSic8tDY,3,6,2
9dek164UGxo,2,2,1
9dfBCfUyf9Q,9,40,1
9DGjI-fijWM,12,0,1
9djINC46v00,0,1,0
9DJJ-oBnin8,0,0,0
9djMwBz0vQI,2,0,0
9doA3jM-iQE,3,2,2
9dQA_M7Ce5E,3,38,9
9dTSNaqNPVI,22,10,3
9DVDANyxPaU,2,0,0
9dZbudonNOw,19,12,3
9E5SBhDXyjc,0,0,0
9e8plxOfID8,0,0,0
9eAMyWAhgGU,11,2,0
9ecBvOTJzA4,13,16,5
9eDdnwNnEuo,0,16,0
9EE6-wLbxr8,3,1,0
9EFjv4v2esk,11,8,3
9eHVXIcE2WE,0,22,0
9EigCvVnEs0,4,3,3
9EkSyctNotk,1,0,1
9ekwDEWsifY,1,1,0
9eOg5CIRD2M,5,0,0
9ESdu7try64,36,8,6
9ES_sTi6TSI,5,6,3
9EUVf-OtTas,9,6,11
9EWGvONuzsM,19,3,0
9EXoJBYDeyY,0,0,1
9eY7fBzRz_s,0,0,0
9eyidKvfskE,0,2,0
9EzA3Ru-SUI,3,3,3
9f-Pxfad1Aw,0,1,0
9f1caUEgLQI,1,0,4
9F8ReLvzGU0,8,8,5
9fb0UGj0WnQ,0,9,0
9fBCSZU134w,2,0,0
9FFp9PvcoXc,12,13,25
9FFZQMy1-Wg,0,10,2
9fIsEZG9Uuc,0,1,0
9fJBYcPnaXU,1,0,0
9flkGBY-6h0,25,12,6
9fT_3JcyVKQ,30,10,9
9fuhfLmrGEo,0,50,0
9g-NjiSpLQ0,0,11,0
9G15FdbI-bI,3,0,1
9g1SeJbTlTE,0,3,0
9g54YVa-VG0,0,24,0
9G7_0fOfmOI,0,0,0
9GeKS6R8EaY,6,0,0
9gjRmZQ-qG0,0,1,0
9GJSZNenKgM,5,2,0
9glzGnh8E-k,20,22,8
9gokH5YdrYk,1,1,1
9GR51dnXMOM,29,19,2
9GTNVy8qCAk,10,1,7
9GWUV3cAK7Q,2,0,0
9GypfB0qg7M,35,5,10
9H2ULpyW9w8,27,5,2
9H5ENUE7N4k,0,0,2
9H5if-Udxk4,0,4,0
9H5x0WQoBe4,0,3,0
9h7Ortt3_vA,0,11,0
9HAdmgtarrU,1,0,0
9hafMjL07Zo,0,36,0
9Hf0iyk2iww,1,0,0
9hfgHgMQQcg,0,0,1
9hj-nFMUre4,7,2,0
9HJNVlRTCNs,1,5,0
9HjUD9o9LSo,0,23,0
9hoHadwcnHY,0,1,2
9HOy5tsOc3A,17,17,16
9Hrn4rpNINU,1,0,0
9HrxLx8Lghc,1,1,0
9HtIeSYZ8MY,10,6,3
9hvnHKRRsPo,1,6,4
9hzubBe1BPY,0,33,0
9I-vfp_mTSs,0,0,0
9i3rxRsdKEs,1,5,1
9I4dM6cHwfs,0,0,0
9I6NWFyauiI,0,27,1
9I9w2c-zJUU,25,18,7
9IbVO92D8mE,4,0,0
9Igx9_-N_Q0,2,20,8
9IgzJteyAWY,9,7,8
9iHf7MAZwXw,38,8,4
9II4V64_bco,0,0,0
9ikKnYwKtjA,20,7,1
9Im-PQh50CU,27,20,3
9imIHuSTjm8,15,7,6
9INpV-Soup0,2,20,9
9IoPvZT3Hlc,7,8,2
9irO325IpSw,38,8,4
9itwtQW_p64,1,0,0
9IvRG_NO7ow,0,18,0
9iWUuyzBsiQ,1,1,0
9Ixi4DVF76A,1,0,1
9I_qLkDWBew,4,4,1
9j4jCQvrIvo,0,1,0
9J7h0eBrQgQ,24,19,7
9J8XjnvfMUM,9,1,1
9j9DG2DwWkk,1,1,0
9JAtSsuBgA4,7,3,0
9jd6iTPfMIw,0,4,0
9jd7BNWxxks,1,0,1
9JFrGgJAnlg,4,1,2
9jHK3cSqkaE,0,0,0
9JmluOmE-Yw,0,1,2
9jmqHnuGJ_g,2,6,2
9jNOOUZobxs,0,6,4
9JsUQ2BAse0,0,0,0
9jUX3axsATg,1,1,1
9J_a6oboOPo,3,2,0
9K-_RinkXSU,1,1,0
9K43OP9L8hg,18,28,4
9K6ItkCjDCQ,2,1,1
9KBQJXOdDkg,0,0,1
9kdbeNmGzYE,0,2,0
9kFewHCKAgA,13,7,0
9kHGHvNq1JA,7,37,6
9kHQmP_VgOw,2,2,0
9KI4roQaW20,1,6,0
9KJciyx_eME,1,0,0
9kkto1Q2q7U,1,10,1
9kLftD2Nwp4,1,6,1
9klPyBgmHNo,3,1,0
9KmbhCExJc8,4,1,0
9KOS7PJHgtQ,2,5,3
9kQW-n9--qo,2,8,1
9KSLqrpFm4o,0,1,1
9kthE-Mxazc,0,0,0
9KxwbHXqXyY,31,6,13
9L-gLfjq4-0,18,15,10
9l0omP2QnPM,4,12,9
9l3DE9qmlB4,9,1,4
9l48NHAKu5Q,0,6,0
9L49iXsjW2c,6,24,17
9L6WDZkOMjs,9,3,3
9le1mJft5z8,10,1,2
9LeOTklxw-w,8,12,8
9LFKhogBD88,3,4,3
9lfnkZHiZno,0,0,0
9lhFc9moKjw,0,4,0
9LHvQOm8TJI,3,5,0
9Lhxp7nkFAk,0,0,0
9li9TuVYgcA,5,1,3
9ljAgDdTNtQ,7,9,1
9lPKEwAhvgY,5,4,0
9LTdwTSfjAg,3,0,0
9LUn1otQ0Oc,0,0,0
9lWJ53kp9Rw,0,0,0
9LWvXMsbKhU,0,1,0
9lx3wcGyW-A,3,0,0
9LxerV_d-GY,0,0,0
9LXsZUaIH84,1,0,0
9MDiIe8mbNE,3,4,6
9MFHmoWsWfY,2,0,1
9MLXQZsyBmg,3,0,0
9MprkNw_Rzc,9,13,8
9mQ6rDVCkkc,0,0,0
9Mrl2zLoJ4c,0,1,0
9MvU6w58aQ0,17,5,2
9MwO0SAJPUk,0,2,0
9N2LpxULiRw,7,4,1
9n6C84sMFFI,10,7,6
9NBfAddEbrg,30,17,3
9nbhW8m8heQ,9,2,2
9ndWZWPmJOU,0,50,0
9NFfco2kP6s,1,0,0
9nfRXcf4-xM,22,21,7
9NkdOzJJ0b4,0,1,0
9nLez4WplmE,0,1,0
9Nl_PWrEDMA,0,0,0
9NMZszF72N0,18,0,0
9Nna-1xQEGg,0,1,0
9NqbHNzuV64,20,17,1
9NqX4hKu9bc,25,16,9
9NsQL9AWdzs,0,0,0
9nViNv85FPI,1,0,0
9nVjdyPRBlY,35,5,10
9NXFsybcaWU,5,9,1
9NZfaF3d4Vc,2,9,0
9n_nSpYpqNI,5,1,0
9o2w8qKs3Co,17,8,4
9Ocl_CPjHrg,34,13,3
9oEkOIDehj0,27,18,5
9OeYIk00X3w,0,2,0
9Ohog4Ea_po,16,8,5
9OhP_1ZHzVc,8,2,5
9ojpm86dzmo,6,4,1
9On8Twf1emQ,1,2,4
9oNR09dUw6o,0,1,0
9OvMfH5x5lg,21,3,7
9ovVx2Luvv4,35,12,3
9Oy3HdeMo8w,0,19,0
9oZ6YZAdjQ4,0,0,0
9P1s9NUyXsw,19,2,3
9p7mg92_XjI,2,1,3
9paLo7_m5lA,1,0,0
9pbf77UR3XE,22,16,6
9PBvrbj8ajk,0,1,2
9PF5-7Q5GDs,2,0,2
9pHGE112F4M,0,3,0
9pICZaQZy6A,1,2,1
9PIFAIIhTHY,1,1,0
9Pk2E9PnnhQ,5,8,3
9pk3ycLK7_c,14,6,3
9pN148V3fcw,1,2,2
9pOsz0xHsrs,3,0,1
9pRcWM_yz0Q,6,15,3
9PuXpfphhno,4,4,1
9pu_WH1NbkA,12,5,2
9pVX7eXtA9g,0,50,0
9PWSTmVgyis,0,1,0
9pXdYm_LIkg,22,21,7
9pXNkzkjjng,6,35,9
9pYiCnLRKWg,20,18,10
9PyWV69Jb8s,1,49,0
9PZQ_1Jh8sA,2,0,1
9q-Wk4Ef20A,2,2,1
9Q216tYa3Ro,3,7,5
9q4SZkiG1EM,13,18,10
9Q57o_JdS6o,22,9,6
9QA4SB9WuR8,32,15,3
9QAK6MgwFmA,0,0,0
9Qb4uoXuKFA,1,0,0
9qb5aq1fnQg,15,4,4
9Qeh26cDm9I,0,17,2
9QFi_lA7mA8,23,10,10
9qG842gs_w0,7,1,1
9qKY0UwVLCQ,29,14,7
9QL6NBoo9_8,10,2,2
9qlnJTsvcDw,0,2,0
9QSw7uZxIrg,6,4,0
9r-gaPJiQ78,0,0,0
9R-PGoupqt4,0,12,0
9R0ptuY7UUo,31,6,13
9R4Wexoihfo,0,6,2
9r4y3eCXZjc,3,1,1
9raoDQn5m54,25,13,12
9rELkUVjSTE,1,4,4
9rFSvnYU0mU,0,3,0
9RGQLM5Gfg4,4,2,3
9RhhFqFqZB8,3,21,10
9RHuxQjdWKQ,0,8,0
9rJdFWWK4zI,0,3,0
9RJWUO2XpkQ,0,3,0
9RkcbUnxc6g,23,17,10
9RpAFkhbzUs,10,3,1
9rPYsXmcUrw,16,19,15
9RrE8SLI7e8,2,0,0
9RUl4RojcIo,29,13,5
9S2mdkR7E0Y,0,0,0
9S4kaArdHTc,0,1,0
9S5OYwxp4gc,9,3,0
9sboJ6y5idE,20,9,6
9SCns8MBRgI,17,24,9
9Si6xCZiTds,0,1,0
9Si9cnnW43Y,5,9,7
9SKZWPvENGk,0,0,0
9slr9PNUYnc,1,0,0
9Sq4g6rRRdg,4,1,0
9SqBeTD5CZk,27,21,2
9SUf8pfZyuk,4,2,2
9sVG9KMqgmk,38,1,0
9SWkPFhDytI,10,12,1
9sxdjPdMpd4,8,6,5
9SyRZeJFai0,1,4,1
9t-M2UL2zRU,0,9,2
9t008DFEKbA,0,2,3
9T10CMGeZXc,2,0,4
9t2L6BmnGfA,12,4,7
9Tck1NzO0-g,0,1,0
9tFsAMddprw,0,8,1
9TgZ7HmbGc4,8,1,1
9thi2LH2ddc,0,3,1
9tHJUlC12_U,28,3,0
9TLBTAACEfo,16,26,8
9tLCaZJvjqA,1,0,0
9Tmlsq7plqI,0,1,0
9To2gUiTT1k,7,1,1
9toE4xRQ4Wg,36,8,6
9tXWC98Itwo,5,44,1
9u40D_RutaY,0,3,0
9u5ALvnDYwY,2,5,1
9U5iYI-6XNg,0,0,0
9U6ylnP9Jz8,6,3,0
9Uc5BxcKFtE,9,33,8
9UDb4zbQH1s,2,4,5
9uEA7hy4S24,16,6,5
9uferzi5jVs,4,3,2
9UFGy3F2Suc,34,11,5
9uGj83G8-kg,7,27,16
9uI2Pse8fCY,1,0,0
9UJ7LEUtlHI,35,12,3
9uJQiG_XuIc,0,0,0
9UlKH7wY2p0,0,5,1
9UmJ-339Qe8,0,1,3
9uNNRrIotAg,0,0,0
9Uo5jghRxtQ,2,1,0
9UTdyG3YLJA,19,12,7
9uuRjRuZOoA,15,6,2
9U_UCXb9FzM,21,8,21
9V7Ipo37uug,14,4,7
9v9RZKXHjTs,0,1,0
9VaLPKtGIJw,6,1,1
9VAuhEo2V-w,5,1,0
9vaZ2k6rJ-Q,0,0,0
9VbZ4zvx_sw,3,2,0
9vCiYjGJHEo,5,0,2
9vEPUNaCt5M,1,0,0
9vIYw0yHzJI,0,0,0
9VKXPQ3bbc8,16,22,12
9VMj0wcLEOQ,0,0,0
9voLfFxjUKM,2,18,6
9vOUSlVxAII,0,1,0
9VrINGb6JJ0,4,0,0
9vRMWpaMnBk,12,5,3
9VS04T4Z8SE,5,2,2
9vtmwyxXao4,4,1,0
9vu5B1JmM3A,0,0,0
9VVhIK2N6_w,1,2,0
9vZiGsKJUdg,23,21,6
9VzjbVidFRw,3,1,1
9vzqvGEF6wY,2,35,0
9W2BQYbeVuE,16,12,22
9w2qbTJDSnI,14,29,7
9W2xmD9YvjI,1,0,0
9W31KLwbKDE,0,0,0
9w34i7UoKK0,2,10,1
9W5k1cA8IIE,18,13,19
9w74jdcL2V4,0,0,1
9Wa_rJBSpn8,1,49,0
9wcrQNIcVC0,2,1,0
9WDujAjnmnU,0,0,0
9wF0hSZRY9o,0,0,0
9wFF7DGjrD4,0,0,0
9WgVw5UDTaQ,46,4,0
9WjVZjmg4GA,0,0,0
9wKpZ-VtvRI,2,47,1
9wPI3UjYdpI,0,0,0
9wS2WpKKrWc,8,6,0
9wxnlXvIJgs,11,2,1
9x1qBPg4bxk,3,28,3
9X2jAEFl6uk,0,0,0
9x7srk29FtU,1,1,0
9X8qeCr1gbg,0,2,0
9XBeJBStUqI,28,3,3
9xE2i5LW2Lc,20,1,0
9xHLTvnTvrQ,19,28,3
9xh_qzDJ8eo,1,0,0
9xmKuVmpxI0,3,0,0
9XNjiNs7ZAs,25,5,2
9XNUqppvON4,1,0,0
9xq0w70qjj4,12,12,5
9xSQ_Uk1YTQ,1,1,1
9xuNbcAGpKs,0,1,0
9YczmXj3fxg,0,0,0
9YdGnUnUBBo,12,12,5
9yFEMD_z3Y0,1,1,0
9YIxK5bSD0Y,4,0,0
9ykLN9HeR0A,0,0,0
9ykPvxLxPu0,0,8,0
9yks8e4r23Q,4,10,5
9YKWDkgtEic,4,0,0
9yLrX6Vj57w,0,1,0
9YMQpLmKSek,13,4,3
9yne_wUCIag,0,4,1
9YNsl_TqP04,21,4,7
9yqnR07m2xA,28,15,7
9YQPa-pOr08,26,10,5
9yRrCl-pFUc,11,3,2
9yRS458T1xc,0,2,0
9yTHF3QzOP4,3,0,0
9Yv19qGZfTU,0,0,0
9YVnElKegJU,1,2,0
9z-HF96hE0Q,8,2,2
9z2NlQ6uR5U,0,0,0
9Z4OskgI8xM,3,36,3
9ZaiQiFeIzU,8,0,0
9ZI2kU0AMTY,5,36,9
9zjSZGmnJa8,5,0,0
9zLKgVcSGoE,40,2,8
9ZmawPdT_P0,3,21,26
9zNOSGkWDfg,2,0,2
9zQ7WWQnDcI,0,0,0
9zQANMCYvf4,22,19,9
9ZqBdaAZyHY,1,1,0
9zRAecO7W5g,9,8,5
9zV0Pwhvj0M,2,0,0
9zzJEW5bpN8,6,0,1
9_2JPulQ40c,16,7,4
9_D-S8Czi1w,0,0,0
9_DewcT1_Dg,1,1,3
9_g9I87bbks,2,0,1
9_lFbkbtZqo,0,0,0
9_MeFyTfLPo,1,0,0
9_N5GQObAC8,0,3,3
9_S6nDhVOs8,6,2,1
9_sSGQ-eY2U,1,0,0
9_TmSI3q-p4,1,0,1
A-21b95zGUQ,0,2,1
A-2z-hySxnk,0,7,1
A-7iTATJExI,23,16,11
A-8-omGBg3Y,0,0,0
A-AjBPL930A,1,7,1
a-alc_d6Ccc,16,3,0
a-FoP3F4R3U,3,1,0
A-gfEGwlehQ,2,4,2
A-gKSLLC2e0,30,15,5
A-Gr4BCZzFg,0,10,2
a-IrtNe8DVs,8,20,22
a-lO3z2ysd4,0,0,0
A-LvV7njsXs,0,3,0
a-mIhKuWgSY,7,6,0
A-NKyFcgp5Q,2,1,0
a-O4CrNGib4,15,16,13
a-Pw2aNvKpg,9,3,2
A-U0gD989eM,6,33,6
a-v83pIp5k4,16,12,8
a-WIny7VIFg,16,8,3
a0-k9wXFN0Q,0,4,0
A05hYJAy_iQ,0,0,0
A05MfqhZZjw,0,28,0
a08Pa7DdW6E,0,5,0
a0a_A0aA-RE,8,0,2
A0BUqrCA-SA,19,27,4
a0C-UholKkk,2,2,2
a0dlZyHFLpE,20,6,5
A0elik629PE,36,13,1
A0ex9eaDG28,15,9,8
A0F2TbdtaAo,23,14,7
A0jxD8yvSvA,32,10,8
a0L0Dc2gpaw,0,10,11
A0LscPo5O-4,26,16,8
a0oL0akcjmo,0,1,0
a0p6he-NNRs,0,12,0
A0sMhmiwBew,2,15,0
a0uNnMFlORA,6,3,5
A0v0ShwStKE,16,7,7
a0vJeWWqH8M,1,4,0
a0Xaf23bmEs,1,1,0
A0Yt2cyD5BQ,1,2,0
a10-RnqwWR8,4,1,0
A10cRkqrmko,0,0,0
a180detWfUc,1,6,1
A1FsRl5Wh2o,2,4,2
A1GfCaBoRyw,6,7,3
a1gOMbgJ2MI,2,0,2
a1HG2oG1n0o,5,24,8
a1hJlDZjRmk,11,5,0
a1iDs5FhLZc,3,2,2
a1jt3MDFkkc,38,1,1
A1k5g4_LwEs,2,1,2
a1N19UJMNzE,3,12,4
A1OWFCzceag,20,22,8
A1P2Pps2chM,16,30,4
A1pcz3UeAzQ,0,1,0
a1sNg9tKrnA,1,0,0
a1tTeUH4tUo,4,0,0
a1X1EmmEjYU,2,4,0
A1yc4SkNZBM,29,11,3
A2-DYHKR4Qg,22,10,1
a276k-8z9HY,0,4,2
a29YoaM2vK4,3,1,0
A2D0Q7xqf78,0,0,0
A2DTN4pStAw,0,1,1
A2Fq5Eppn8M,9,1,4
a2HuGo-qUZI,0,7,0
a2iliaQVjo4,24,7,4
a2KbrnPW7aA,32,15,3
a2kjccgd9Lc,4,6,1
a2q7idmc2JM,3,0,0
A2QgH4FQeQ8,26,17,7
a2Sls87z5HY,0,5,1
a2wwgLV80U8,7,0,0
A2xBMZdzCIE,6,6,1
A2yGrcg6-rc,27,13,10
A31gyxwbqbQ,17,3,0
a36BEddFu_M,0,8,3
A38uFzEdsxw,21,18,11
A3BRpTgXRzw,5,2,0
a3eD5er7MKs,4,3,2
A3gM-DQyAPI,3,3,0
A3HLrmBG1w8,5,26,13
a3iArtMtlu4,3,0,0
a3LbtV-QLBk,4,4,0
a3RMbcQRJdI,0,1,1
A3tK_AYJD4Y,15,31,4
a3UlKuoDzm8,6,4,1
a3UyENod_dY,21,3,1
a3VQBCvW0PU,2,27,5
a3vVtY5r0Hc,1,4,0
a3wBhj6zmYM,3,36,11
A3X21u-ylkg,1,3,3
a42JIJi9RI4,9,1,0
a43bGiln38c,1,1,0
a4a_-eau1SY,0,0,0
A4B8Od7P47k,0,3,0
a4cN7vk95AY,1,1,0
a4EOAeXOZqg,17,3,2
A4evIPdzntg,1,38,0
a4gbo2rjXgc,32,16,2
a4hXs2lfsj0,36,5,9
A4K4VAGIbf4,1,4,0
a4k7sOXGQV4,13,5,2
a4KwdlXu05E,0,0,0
a4n1HIsfjZM,15,26,9
a4Nk0lQpca8,0,1,0
A4Nl_D60VLM,6,10,0
a4shNhH4fBA,3,12,3
A4V3RvpNdXI,8,1,4
A4W5jbCkIsg,26,14,10
a4XXBsjZTFM,41,5,3
A4ZtYMpiuFo,1,5,6
A518d18aem4,0,0,0
A56ai2xr0UY,2,25,6
A5B7tm48LSw,1,0,0
a5fKMTqfki4,44,3,3
a5fO-m2xNx8,1,3,0
a5L43jIaYv8,0,0,0
a5P0mpvJ2-U,25,23,2
A5p3om36qZM,10,0,1
a5qr15MEJgc,7,3,1
a5yIJKEBE7k,0,50,0
a6-GViAT5U0,1,1,0
A60AjGrwEyo,16,29,5
a60fEsyxZw8,7,32,11
a69h0Q1WvLY,4,0,1
A6BgRf8lS-8,2,2,3
a6eVP2ucqUg,1,39,0
a6FmzcWynm0,1,46,3
A6LpWFtk11A,0,30,0
A6O_xq9X0A8,29,8,13
a6QbnoT_NmU,1,0,1
A6sTOClQHOM,1,0,1
A6tkL27875w,1,39,10
A6xFVH0QcHU,1,3,0
a6xoLuJ5yJk,6,5,8
a6z3td1C3s4,6,39,5
a6_WC2X_ftk,1,3,0
A7-nmm4u8f4,5,4,1
A72H8dDokNw,26,15,7
a73cHEExs3c,20,3,5
a7AMXR3dTjs,0,1,0
a7D5csxINEg,41,8,1
a7dpfcyD95A,10,5,0
A7FWO3uGfPw,1,0,0
a7h9bICqKYM,0,5,0
A7ikQqI_FR8,20,22,8
a7KINm2ZKNw,0,0,1
a7kkU_7eS78,0,0,0
a7MnsgoLNjU,4,15,3
a7n1YEafYp0,1,11,1
A7non6fyzMQ,7,40,3
A7NoWqK2r7o,4,7,3
A7NxoqLJ2rQ,0,0,0
A7OTwUscAxE,1,42,0
a7O_7jyu2TI,17,10,1
a7sqyuUBYik,2,0,2
A7W-sLgfFdI,0,1,0
A7xbhgFaP8I,2,1,0
a8-zniHKeqI,30,16,4
A81rTvbl_qU,0,1,0
A87536ysjNM,18,21,11
A88jagN1oKA,32,13,5
a8dXp3XfyCI,7,30,13
A8D_9ZOBpfQ,38,10,2
a8L6EMcJY3k,3,5,2
A8lBTDPm4Iw,1,0,0
a8nAhLfLcL0,5,1,0
a8r8x9Fm-1c,0,8,0
A8TbgLpVa3E,27,5,2
A8tGo0jI7vs,1,0,1
A8_emyfXWjQ,13,4,4
a9-6Ga5JLco,0,0,0
a92mno0R_y8,9,2,3
A93feaKPpN4,4,0,0
a97q190-EL0,1,0,2
A9cj8qX0W9I,1,2,0
A9fv-UY-Msc,12,2,5
A9hLYosa2nc,8,1,2
A9Ilbh5C6cE,10,3,3
a9Iy7BVe5bU,5,0,0
a9j8HZq-NLg,6,5,1
A9kNpbJdZU8,0,0,0
A9kZZXOLHlY,1,10,3
A9mLepWWoxE,14,3,4
a9nmDIvf3tQ,0,9,1
A9qK_2BjmQE,3,0,0
a9tXKWrto54,0,0,0
a9XoX_q4Idk,4,3,4
A9z02h6Hji4,0,0,0
a9_f2_8oaus,27,17,6
AA-FZsQWz_E,9,8,1
Aa0UxomjgRk,23,16,10
aA3Q3IMFWpI,21,8,3
aA4PFQSi8wA,0,0,0
aa4ucQOJxrA,16,5,2
Aa8i8TAWq-g,0,1,0
aA9qGx1ysw8,0,5,1
AAa0ZGXVCP8,14,32,4
aAAeZ3w9-Ak,0,7,1
aAAr0pOzRIg,11,6,1
aaBqh9qVpMg,0,0,0
AaC7ipMOc5A,0,3,0
AADLmRqlI-I,0,37,0
aai8MEcW2fQ,1,0,0
aaizh51CivY,0,3,0
AajfefThN74,4,4,6
AAjJjxVYOFQ,0,17,0
AAKfCpkDkU4,7,6,2
aAkfgYLClIg,0,1,1
AaKKI4u3dCM,0,1,0
aakp8L77Ing,0,31,0
aAMblefoF44,2,2,1
aaMWBhRcqew,21,24,5
aANBtotnsLI,8,6,5
aANid_O64Ok,3,1,0
AaOobGPGLTw,5,5,6
aapxsdOE_7c,0,3,0
AaTbuLm2x5k,32,15,3
aaTBuWXA4-4,13,4,3
AAwQNlVEMK8,3,1,0
AaYNNC_eN0A,3,1,2
aAyp4tb2SWA,1,1,0
aB-GcUmRnpw,3,0,0
AB17m69l1k8,1,0,1
Ab1EDe-7jyA,2,1,1
aB2dx4A96yM,1,0,0
aB41Q7kDZQ0,3,2,1
Ab59OvKX28w,3,2,0
Ab6Ckk9lGZA,29,15,6
ab700wx-09c,1,0,0
aB7fH7eEmv0,12,0,2
ab85TPwAOTY,8,2,4
Ab8tBL740FA,0,2,0
AB8YRyyGkFE,0,20,0
ab9MjHMDyeQ,5,1,0
ABBGG5jImdA,11,4,4
ABcCzd0lbp4,2,3,1
AbCuwc5QnXo,5,1,4
AbCzrsWd6MY,5,2,1
AbdWGfTV1Y0,13,3,9
ABE0-vHMuPw,29,10,11
ABEjCnzpR7M,1,0,0
aBez8BcOMTw,0,0,0
ABgmRGL_R8w,20,18,12
AbINJmD0fX0,3,0,0
abI_H8Qi8HI,18,2,2
abjsmcugifU,0,2,0
AblddB5u-Tk,0,0,0
ABlHLQ0NRP0,1,2,0
AbMtLMUg4CM,9,16,1
abNUlcC43rk,3,0,1
ABoHdrtQuf0,0,10,0
aBox_XZunnI,0,0,0
aBQED08kB-4,26,10,14
abQiHvdvzYw,7,1,2
ABStQOk2kmk,3,1,0
AbTDG8_eGBg,5,1,0
abusRQo5PSY,2,0,0
AbvDvR8eous,0,3,0
abvliIZ_PXk,1,3,0
AbvVs-phfHc,12,20,18
abxaSWvvZMg,26,11,13
ABZ5etn0W3w,9,2,2
abZEJQokeFo,4,2,1
aBZN8JHxzKw,19,20,11
aC-C3dhyMJI,8,4,1
aC0OlVbei4E,1,1,0
AC5THjB-pFs,13,28,9
AC6BcENcu_0,35,14,1
ac6cr6LDPiY,0,2,1
Ac7mRVwSua0,0,5,0
AC7OFV2cQPg,1,0,0
ac9nHFj9MXw,38,12,0
Aca9YiQ82mE,0,13,0
AcbymW1i_lY,5,3,1
ACCAC0kc7uU,0,7,0
aCCLalsjYuU,9,2,1
AcDAgWWawd8,2,0,0
ace72R6U6O4,1,11,10
aCEhxgTRpE8,0,14,0
AcElh77_Xtg,12,19,8
AcFFwjMVbJU,1,0,0
aciwyboAVSI,25,16,9
acKeGZjusJY,22,6,1
aCl5cAdKrMo,5,18,2
acLzplzNXCI,0,25,0
acMP2DOpWeA,25,22,3
AcN259z-kUI,0,1,0
aCNaJE-gPRo,4,0,0
aCNVBxmQkaY,2,1,0
AcQ0jnRYBdY,0,0,0
ACq_JLOk-ys,2,5,1
ACrOu5p3osI,18,6,2
aCrxCpG159k,0,0,0
acSaGqYgEIo,7,1,1
acSkqcElVMo,25,15,10
aCsQ4gpLYr8,20,13,17
acToVNkNiyk,26,7,5
acVD0n7Sd80,27,8,15
AcVJdphq4ws,6,4,0
